run/duplomap-prepare -i genome/segm_dup/hg38.csv -r genome/hg38.fa -a genome/hg38.annotation.gff3 -o db/upload/hg38
	Component 1-CNTNAP3B
===================
    Duplicated regions: 552
        Sum length: 49,224,384
    chr1:92388-104808  (12,421)        chrUn_KI270748v1:28385-40931  (12,547)           -      frac_match: 0.986
    chr1:92388-136422  (44,035)        chrY:24275829-24325976  (50,148)           -      frac_match: 0.973
    chr1:92388-136422  (44,035)        chrY:25344174-25394318  (50,145)           +      frac_match: 0.973
    chr1:92388-98449  (6,062)         chr4:118418033-118424180  (6,148)            -      frac_match: 0.981
    chr1:98453-135855  (37,403)        chr4:118634058-118671407  (37,350)           -      frac_match: 0.981
    chr1:103458-176773  (73,316)        chr10:38404660-38483413  (78,754)           -      frac_match: 0.978
    chr1:108349-135370  (27,022)        chr20:64288746-64315714  (26,969)           -      frac_match: 0.987
    chr1:110080-140396  (30,317)        chr1:698177-730504  (32,328)           +      frac_match: 0.988
    chr1:110080-140396  (30,317)        chr11:99430-132073  (32,644)           +      frac_match: 0.988
    chr1:110583-137277  (26,695)        chr19:172444-199450  (27,007)           +      frac_match: 0.994
    chr1:110583-180772  (70,190)        chr9:138236709-138304683  (67,975)           -      frac_match: 0.997
    chr1:110583-135370  (24,788)        chr6:121770-146523  (24,754)           +      frac_match: 0.989
    chr1:110583-140396  (29,814)        chr1:466591-495598  (29,008)           +      frac_match: 0.995
    chr1:110583-140396  (29,814)        chr5:181323353-181352359  (29,007)           -      frac_match: 0.995
    chr1:110583-129675  (19,093)        chr8:181955-201012  (19,058)           +      frac_match: 0.993
    chr1:110583-122546  (11,964)        chr6:170612705-170624677  (11,973)           -      frac_match: 0.995
    chr1:121837-140396  (18,560)        chr3:198217775-198235559  (17,785)           -      frac_match: 0.993
    chr1:123340-136306  (12,967)        chr1:227972955-227985942  (12,988)           -      frac_match: 0.977
    chr1:130007-140396  (10,390)        chrUn_KI270745v1:18655-29636  (10,982)           -      frac_match: 0.990
    chr1:130988-174480  (43,493)        chr7:128617250-128658911  (41,662)           -      frac_match: 0.971
    chr1:133224-140396  (7,173)         chr17:60001-66436  (6,436)            +      frac_match: 0.990
    chr1:137223-176773  (39,551)        chr1:243054797-243100283  (45,487)           +      frac_match: 0.982
    chr1:139464-180126  (40,663)        chr19:204844-245570  (40,727)           +      frac_match: 0.992
    chr1:139464-180153  (40,690)        chr11:134564-175352  (40,789)           +      frac_match: 0.994
    chr1:139464-152263  (12,800)        chrUn_KI270745v1:1-12756  (12,756)           -      frac_match: 0.994
    chr1:139464-171174  (31,711)        chr5:181288661-181320878  (32,218)           -      frac_match: 0.993
    chr1:139464-180772  (41,309)        chr16:90121714-90162978  (41,265)           -      frac_match: 0.996
    chr1:139464-180772  (41,309)        chr17:72331-113523  (41,193)           +      frac_match: 0.993
    chr1:139464-180537  (41,074)        chr3:198174079-198215293  (41,215)           -      frac_match: 0.996
    chr1:139464-177401  (37,938)        chr1:498073-535988  (37,916)           +      frac_match: 0.997
    chr1:139464-176773  (37,310)        chr1:739803-777174  (37,372)           +      frac_match: 0.994
    chr1:140410-164054  (23,645)        chr4:118600193-118624059  (23,867)           -      frac_match: 0.980
    chr1:140410-176773  (36,364)        chr1:223958645-223991128  (32,484)           +      frac_match: 0.986
    chr1:140410-176773  (36,364)        chr4:119416526-119453125  (36,600)           +      frac_match: 0.977
    chr1:140410-176773  (36,364)        chr7:45770574-45801118  (30,545)           -      frac_match: 0.971
    chr1:140410-174811  (34,402)        chr1:222483524-222520681  (37,158)           +      frac_match: 0.982
    chr1:169374-176773  (7,400)         chr4:118593244-118600398  (7,155)            -      frac_match: 0.980
    chr1:173930-180772  (6,843)         chr7:10239-16926  (6,688)            +      frac_match: 0.997
    chr1:180724-191341  (10,618)        chr12:10353-20853  (10,501)           +      frac_match: 0.983
    chr1:180995-207666  (26,672)        chr2:113576304-113602409  (26,106)           -      frac_match: 0.988
    chr1:181016-190367  (9,352)         chrX:156020217-156029514  (9,298)            -      frac_match: 0.982
    chr1:181016-190367  (9,352)         chr16:10427-19533  (9,107)            +      frac_match: 0.984
    chr1:181016-207666  (26,651)        chr9:10844-36930  (26,087)           +      frac_match: 0.988
    chr1:181016-207666  (26,651)        chr15:101953818-101980395  (26,578)           -      frac_match: 0.989
    chr1:188916-207666  (18,751)        chr19:60001-78757  (18,757)           +      frac_match: 0.990
    chr1:191388-207666  (16,279)        chr12:22924-39201  (16,278)           +      frac_match: 0.998
    chr1:257667-265770  (8,104)         chr2:113610888-113620773  (9,886)            +      frac_match: 0.972
    chr1:257667-265770  (8,104)         chr21:46682237-46692119  (9,883)            -      frac_match: 0.973
    chr1:257667-265770  (8,104)         chr19:58590455-58600327  (9,873)            -      frac_match: 0.972
    chr1:257667-268968  (11,302)        chr5:181462058-181473322  (11,265)           -      frac_match: 0.988
    chr1:257667-268968  (11,302)        chr17:83228243-83241281  (13,039)           -      frac_match: 0.984
    chr1:257667-267724  (10,058)        chrUn_KI270745v1:29420-39471  (10,052)           -      frac_match: 0.992
    chr1:257667-265772  (8,106)         chr2:242168426-242176528  (8,103)            -      frac_match: 0.988
    chr1:257682-265770  (8,089)         chr22:50790139-50800000  (9,862)            -      frac_match: 0.971
    chr1:258566-268968  (10,403)        chr1:347969-358335  (10,367)           +      frac_match: 0.989
    chr1:258566-268968  (10,403)        chr6:170735599-170745979  (10,381)           -      frac_match: 0.989
    chr1:261055-297956  (36,902)        chr16:90185519-90228345  (42,827)           -      frac_match: 0.993
    chr1:262839-268968  (6,130)         chr8:60001-72079  (12,079)           +      frac_match: 0.981
    chr1:265964-297956  (31,993)        chr2:242130168-242162558  (32,391)           -      frac_match: 0.988
    chr1:268964-297954  (28,991)        chrY:24290892-24325976  (35,085)           -      frac_match: 0.975
    chr1:268964-297954  (28,991)        chrY:25344174-25379254  (35,081)           +      frac_match: 0.975
    chr1:268964-281372  (12,409)        chr1:638490-651035  (12,546)           +      frac_match: 0.984
    chr1:268964-281372  (12,409)        chr1:402737-415287  (12,551)           +      frac_match: 0.984
    chr1:268964-281372  (12,409)        chr5:181403597-181416156  (12,560)           -      frac_match: 0.984
    chr1:268964-281372  (12,409)        chr6:170679163-170691708  (12,546)           -      frac_match: 0.985
    chr1:268964-281372  (12,409)        chr8:116474-129009  (12,536)           +      frac_match: 0.984
    chr1:268964-281372  (12,409)        chrUn_KI270748v1:28385-40931  (12,547)           -      frac_match: 0.985
    chr1:268964-275033  (6,070)         chr4:118418033-118424180  (6,148)            -      frac_match: 0.980
    chr1:268964-297956  (28,993)        chr1:223908297-223937895  (29,599)           +      frac_match: 0.986
    chr1:268964-297956  (28,993)        chr1:243011076-243040086  (29,011)           +      frac_match: 0.982
    chr1:275037-297956  (22,920)        chr4:118648449-118671407  (22,959)           -      frac_match: 0.982
    chr1:280024-297956  (17,933)        chr10:38465490-38483413  (17,924)           -      frac_match: 0.980
    chr1:284913-297956  (13,044)        chr20:64302690-64315714  (13,025)           -      frac_match: 0.988
    chr1:286644-297956  (11,313)        chr1:698177-712376  (14,200)           +      frac_match: 0.978
    chr1:286644-297956  (11,313)        chr11:99430-113637  (14,208)           +      frac_match: 0.978
    chr1:287147-297956  (10,810)        chr6:121770-132578  (10,809)           +      frac_match: 0.992
    chr1:287147-297956  (10,810)        chr6:170613834-170624677  (10,844)           -      frac_match: 0.995
    chr1:287147-297956  (10,810)        chr8:181955-192760  (10,806)           +      frac_match: 0.993
    chr1:287147-297956  (10,810)        chr9:138294033-138304683  (10,651)           -      frac_match: 0.994
    chr1:287147-297956  (10,810)        chr19:172444-183571  (11,128)           +      frac_match: 0.994
    chr1:287147-297954  (10,808)        chr1:466591-477428  (10,838)           +      frac_match: 0.996
    chr1:287147-297954  (10,808)        chr5:181341523-181352359  (10,837)           -      frac_match: 0.996
    chr1:347969-529769  (181,801)       chr5:181288661-181472424  (183,764)          -      frac_match: 0.998
    chr1:347969-370063  (22,095)        chr17:83216539-83240386  (23,848)           -      frac_match: 0.993
    chr1:347969-357106  (9,138)         chrUn_KI270745v1:29420-38576  (9,157)            -      frac_match: 0.987
    chr1:347969-355152  (7,184)         chr2:113611785-113620773  (8,989)            +      frac_match: 0.970
    chr1:347969-355152  (7,184)         chr21:46682237-46691220  (8,984)            -      frac_match: 0.970
    chr1:347969-355154  (7,186)         chr2:242168426-242175630  (7,205)            -      frac_match: 0.988
    chr1:347969-478559  (130,591)       chr6:170612705-170745979  (133,275)          -      frac_match: 0.994
    chr1:350460-358335  (7,876)         chr16:90214530-90228345  (13,816)           -      frac_match: 0.980
    chr1:355346-485660  (130,315)       chr8:68733-201012  (132,280)          +      frac_match: 0.994
    chr1:357217-499005  (141,789)       chr1:585989-733912  (147,924)          +      frac_match: 0.996
    chr1:357551-370063  (12,513)        chrUn_KI270748v1:80849-93321  (12,473)           -      frac_match: 0.993
    chr1:368748-382653  (13,906)        chrUn_KI270748v1:67287-81177  (13,891)           -      frac_match: 0.991
    chr1:382260-442347  (60,088)        chrUn_KI270748v1:1-61538  (61,538)           -      frac_match: 0.995
    chr1:382661-396902  (14,242)        chr1:242989696-243003791  (14,096)           +      frac_match: 0.981
    chr1:382661-396902  (14,242)        chr4:118431510-118445636  (14,127)           -      frac_match: 0.981
    chr1:382661-396902  (14,242)        chrY:24333318-24347457  (14,140)           -      frac_match: 0.976
    chr1:382661-396902  (14,242)        chrY:25322693-25336832  (14,140)           +      frac_match: 0.976
    chr1:384684-396902  (12,219)        chr1:223888835-223900984  (12,150)           +      frac_match: 0.981
    chr1:396691-408886  (12,196)        chr4:118418033-118430239  (12,207)           -      frac_match: 0.981
    chr1:396691-415287  (18,597)        chr1:223902242-223920817  (18,576)           +      frac_match: 0.984
    chr1:396691-415287  (18,597)        chr1:243005060-243023565  (18,506)           +      frac_match: 0.981
    chr1:396694-415287  (18,594)        chrY:24313489-24332087  (18,599)           -      frac_match: 0.974
    chr1:396694-415287  (18,594)        chrY:25338063-25356655  (18,593)           +      frac_match: 0.974
    chr1:402737-415287  (12,551)        chr2:242146788-242159201  (12,414)           -      frac_match: 0.985
    chr1:402737-415287  (12,551)        chr16:90202130-90214534  (12,405)           -      frac_match: 0.984
    chr1:408890-415280  (6,391)         chr4:118665034-118671407  (6,374)            -      frac_match: 0.979
    chr1:415315-492479  (77,165)        chr19:122825-198628  (75,804)           +      frac_match: 0.994
    chr1:415315-491353  (76,039)        chr6:71232-146523  (75,292)           +      frac_match: 0.992
    chr1:420735-466592  (45,858)        chr15:101861029-101906542  (45,514)           -      frac_match: 0.989
    chr1:422079-535988  (113,910)       chr11:60001-172595  (112,595)          +      frac_match: 0.994
    chr1:436854-495598  (58,745)        chr9:138277045-138334715  (57,671)           -      frac_match: 0.994
    chr1:466591-492487  (25,897)        chr16:90170435-90196344  (25,910)           -      frac_match: 0.994
    chr1:466591-492430  (25,840)        chr10:38450492-38476288  (25,797)           -      frac_match: 0.978
    chr1:466591-492405  (25,815)        chrY:24275829-24307717  (31,889)           -      frac_match: 0.973
    chr1:466591-492405  (25,815)        chrY:25362425-25394318  (31,894)           +      frac_match: 0.973
    chr1:466591-482208  (15,618)        chr4:164264131-164279667  (15,537)           +      frac_match: 0.973
    chr1:466591-491838  (25,248)        chr4:118634058-118659241  (25,184)           -      frac_match: 0.982
    chr1:466591-491353  (24,763)        chr1:223926585-223951831  (25,247)           +      frac_match: 0.985
    chr1:466591-491353  (24,763)        chr20:64288746-64313503  (24,758)           -      frac_match: 0.988
    chr1:466591-487347  (20,757)        chr2:242119886-242141009  (21,124)           -      frac_match: 0.987
    chr1:466591-498062  (31,472)        chr1:243029141-243060430  (31,290)           +      frac_match: 0.984
    chr1:477850-535988  (58,139)        chr3:198177212-198235559  (58,348)           -      frac_match: 0.995
    chr1:479351-496825  (17,475)        chr1:227965599-227985942  (20,344)           -      frac_match: 0.974
    chr1:485994-499005  (13,012)        chrUn_KI270745v1:15233-29636  (14,404)           -      frac_match: 0.991
    chr1:486975-498062  (11,088)        chr7:128648030-128658911  (10,882)           -      frac_match: 0.977
    chr1:492189-535988  (43,800)        chr19:200083-242848  (42,766)           +      frac_match: 0.993
    chr1:492195-535988  (43,794)        chr16:90125094-90168834  (43,741)           -      frac_match: 0.996
    chr1:494666-535988  (41,323)        chr17:68924-110405  (41,482)           +      frac_match: 0.994
    chr1:494666-535360  (40,695)        chr1:736387-777174  (40,788)           +      frac_match: 0.994
    chr1:498073-535360  (37,288)        chr1:223952059-223991128  (39,070)           +      frac_match: 0.986
    chr1:498073-535360  (37,288)        chr1:243057038-243100283  (43,246)           +      frac_match: 0.983
    chr1:498073-535360  (37,288)        chr7:45770574-45807722  (37,149)           -      frac_match: 0.971
    chr1:498073-535360  (37,288)        chr10:38404660-38448047  (43,388)           -      frac_match: 0.980
    chr1:498073-535988  (37,916)        chr9:138240094-138277977  (37,884)           -      frac_match: 0.996
    chr1:498073-533075  (35,003)        chr7:128617250-128651421  (34,172)           -      frac_match: 0.971
    chr1:498073-533406  (35,334)        chr1:222476921-222520681  (43,761)           +      frac_match: 0.982
    chr1:498075-535360  (37,286)        chr4:119409908-119453125  (43,218)           +      frac_match: 0.977
    chr1:498075-522650  (24,576)        chr4:118600193-118630670  (30,478)           -      frac_match: 0.979
    chr1:527970-535360  (7,391)         chr4:118593244-118600398  (7,155)            -      frac_match: 0.980
    chr1:585989-713497  (127,509)       chr6:170612713-170736720  (124,008)          -      frac_match: 0.993
    chr1:585989-598734  (12,746)        chr5:181450707-181463176  (12,470)           -      frac_match: 0.987
    chr1:585989-598734  (12,746)        chr17:83216915-83229361  (12,447)           -      frac_match: 0.987
    chr1:585989-609677  (23,689)        chr8:70960-94823  (23,864)           +      frac_match: 0.993
    chr1:597795-611698  (13,904)        chr17:83204571-83216303  (11,733)           -      frac_match: 0.988
    chr1:597800-609881  (12,082)        chr5:181437191-181449761  (12,571)           -      frac_match: 0.994
    chr1:597800-612543  (14,744)        chrUn_KI270748v1:66423-80796  (14,374)           -      frac_match: 0.991
    chr1:610217-733912  (123,696)       chr5:181319946-181437735  (117,790)          -      frac_match: 0.996
    chr1:610421-720652  (110,232)       chr8:94483-201012  (106,530)          +      frac_match: 0.994
    chr1:611322-677323  (66,002)        chrUn_KI270748v1:1-62358  (62,358)           -      frac_match: 0.994
    chr1:612551-626782  (14,232)        chr1:242989696-243003791  (14,096)           +      frac_match: 0.981
    chr1:612551-626782  (14,232)        chr4:118431510-118445636  (14,127)           -      frac_match: 0.981
    chr1:612551-626782  (14,232)        chrY:24333318-24347457  (14,140)           -      frac_match: 0.975
    chr1:612551-626782  (14,232)        chrY:25322693-25336832  (14,140)           +      frac_match: 0.975
    chr1:614574-626782  (12,209)        chr1:223888835-223900984  (12,150)           +      frac_match: 0.980
    chr1:626579-651035  (24,457)        chr1:223902242-223920817  (18,576)           +      frac_match: 0.983
    chr1:626579-651035  (24,457)        chr1:243005060-243023565  (18,506)           +      frac_match: 0.980
    chr1:626579-644637  (18,059)        chr4:118418033-118430239  (12,207)           -      frac_match: 0.981
    chr1:626582-651035  (24,454)        chrY:24313489-24332087  (18,599)           -      frac_match: 0.974
    chr1:626582-651035  (24,454)        chrY:25338063-25356655  (18,593)           +      frac_match: 0.974
    chr1:629084-634924  (5,841)         chrM:3914-9755  (5,842)            +      frac_match: 0.986
    chr1:638490-651035  (12,546)        chr2:242146788-242159201  (12,414)           -      frac_match: 0.984
    chr1:638490-651035  (12,546)        chr16:90202130-90214534  (12,405)           -      frac_match: 0.983
    chr1:644641-651028  (6,388)         chr4:118665034-118671407  (6,374)            -      frac_match: 0.979
    chr1:651063-727385  (76,323)        chr19:122825-198531  (75,707)           +      frac_match: 0.994
    chr1:651063-726356  (75,294)        chr6:71232-146523  (75,292)           +      frac_match: 0.991
    chr1:656474-701568  (45,095)        chr15:101861029-101906542  (45,514)           -      frac_match: 0.988
    chr1:657820-733912  (76,093)        chr11:60001-135496  (75,496)           +      frac_match: 0.994
    chr1:671833-730504  (58,672)        chr9:138277045-138334715  (57,671)           -      frac_match: 0.994
    chr1:701567-727385  (25,819)        chr10:38450540-38476288  (25,749)           -      frac_match: 0.977
    chr1:701567-727385  (25,819)        chr16:90170541-90196344  (25,804)           -      frac_match: 0.994
    chr1:701567-727341  (25,775)        chrY:24275897-24307717  (31,821)           -      frac_match: 0.972
    chr1:701567-727341  (25,775)        chrY:25362425-25394250  (31,826)           +      frac_match: 0.972
    chr1:701567-717197  (15,631)        chr4:164264131-164279667  (15,537)           +      frac_match: 0.972
    chr1:701567-726841  (25,275)        chr4:118634058-118659241  (25,184)           -      frac_match: 0.981
    chr1:701567-726356  (24,790)        chr1:223926585-223951831  (25,247)           +      frac_match: 0.985
    chr1:701567-726356  (24,790)        chr20:64288746-64313503  (24,758)           -      frac_match: 0.987
    chr1:701567-722344  (20,778)        chr2:242119886-242141009  (21,124)           -      frac_match: 0.987
    chr1:701567-732969  (31,403)        chr1:243029141-243060429  (31,289)           +      frac_match: 0.983
    chr1:712796-733912  (21,117)        chr3:198214361-198235559  (21,199)           -      frac_match: 0.995
    chr1:714297-728444  (14,148)        chr1:227970769-227985942  (15,174)           -      frac_match: 0.975
    chr1:720985-727385  (6,401)         chrUn_KI270745v1:23243-29636  (6,394)            -      frac_match: 0.993
    chr1:721966-732969  (11,004)        chr7:128648031-128658911  (10,881)           -      frac_match: 0.975
    chr1:727192-733912  (6,721)         chr16:90162048-90168743  (6,696)            -      frac_match: 0.991
    chr1:727192-733912  (6,721)         chr19:200180-205776  (5,597)            +      frac_match: 0.991
    chr1:732981-777174  (44,194)        chr17:65504-109774  (44,271)           +      frac_match: 0.992
    chr1:732981-752571  (19,591)        chrUn_KI270745v1:1-19586  (19,586)           -      frac_match: 0.992
    chr1:736387-777174  (40,788)        chr3:198177843-198218707  (40,865)           -      frac_match: 0.994
    chr1:736387-777174  (40,788)        chr11:131141-171964  (40,824)           +      frac_match: 0.994
    chr1:736387-777174  (40,788)        chr16:90125722-90166399  (40,678)           -      frac_match: 0.993
    chr1:736387-777174  (40,788)        chr19:201430-242218  (40,789)           +      frac_match: 0.993
    chr1:736387-771593  (35,207)        chr5:181288661-181324285  (35,625)           -      frac_match: 0.994
    chr1:739803-783905  (44,103)        chr10:38397762-38448047  (50,286)           -      frac_match: 0.980
    chr1:739803-774889  (35,087)        chr7:128617250-128651421  (34,172)           -      frac_match: 0.971
    chr1:739803-783890  (44,088)        chr7:45763845-45807722  (43,878)           -      frac_match: 0.971
    chr1:739803-778721  (38,919)        chr1:243057038-243101819  (44,782)           +      frac_match: 0.983
    chr1:739803-775272  (35,470)        chr1:222476921-222520800  (43,880)           +      frac_match: 0.982
    chr1:739803-816228  (76,426)        chr1:223952059-224041107  (89,049)           +      frac_match: 0.986
    chr1:739803-777174  (37,372)        chr9:138240722-138277977  (37,256)           -      frac_match: 0.994
    chr1:739805-783905  (44,101)        chr4:119409908-119459948  (50,041)           +      frac_match: 0.977
    chr1:739805-764514  (24,710)        chr4:118600193-118630670  (30,478)           -      frac_match: 0.980
    chr1:769822-778721  (8,900)         chr4:118591684-118600398  (8,715)            -      frac_match: 0.979
    chr1:791667-817292  (25,626)        chr8:424227-449944  (25,718)           -      frac_match: 0.978
    chr1:804984-817292  (12,309)        chr2:242107434-242119869  (12,436)           -      frac_match: 0.990
    chr1:16498873-16516900  (18,028)        chr1:16737900-16749188  (11,289)           -      frac_match: 0.977
    chr1:16498873-16516900  (18,028)        chr1:16658280-16669564  (11,285)           +      frac_match: 0.977
    chr1:16498940-16516900  (17,961)        chr1_KI270713v1_random:15134-24639  (9,506)            +      frac_match: 0.979
    chr1:16507045-16558792  (51,748)        chr1:16849164-16903180  (54,017)           -      frac_match: 0.976
    chr1:16577590-16583866  (6,277)         chr1:16583867-16590171  (6,305)            +      frac_match: 0.985
    chr1:16580671-16604769  (24,099)        chr1_KI270711v1_random:18153-42209  (24,057)           +      frac_match: 0.985
    chr1:16637106-16650276  (13,171)        chr3:49683987-49697110  (13,124)           -      frac_match: 0.975
    chr1:16645632-16676418  (30,787)        chr1_KI270713v1_random:2412-38501  (36,090)           +      frac_match: 0.988
    chr1:16645632-16680663  (35,032)        chr1:16724993-16761850  (36,858)           -      frac_match: 0.988
    chr1:16650295-16656474  (6,180)         chr3:18905304-18911455  (6,152)            -      frac_match: 0.970
    chr1:16680842-16715804  (34,963)        chr1_KI270714v1_random:9896-41716  (31,821)           +      frac_match: 0.994
    chr1:16729105-16764261  (35,157)        chr1_KI270713v1_random:1-40744  (40,744)           -      frac_match: 0.991
    chr1:16750994-16757172  (6,179)         chr3:18905304-18911455  (6,152)            +      frac_match: 0.970
    chr1:16761935-16799163  (37,229)        chr1:234783387-234820600  (37,214)           -      frac_match: 0.993
    chr1:85510564-85540014  (29,451)        chr1:145522716-145553295  (30,580)           -      frac_match: 0.981
    chr1:116587819-116623645  (35,827)        chr2:91729588-91768315  (38,728)           -      frac_match: 0.973
    chr1:116587819-116623645  (35,827)        chr13:18278444-18317087  (38,644)           +      frac_match: 0.974
    chr1:116614999-116660822  (45,824)        chr22:18793343-18841032  (47,690)           +      frac_match: 0.975
    chr1:116614999-116660822  (45,824)        chr22:21227675-21275528  (47,854)           +      frac_match: 0.975
    chr1:116614999-116660822  (45,824)        chr22_KI270731v1_random:19940-67760  (47,821)           -      frac_match: 0.975
    chr1:116614999-116660822  (45,824)        chr22_KI270734v1_random:19054-66937  (47,884)           +      frac_match: 0.975
    chr1:116615115-116623645  (8,531)         chr2:89655451-89663939  (8,489)            -      frac_match: 0.971
    chr1:116646930-116660822  (13,893)        chr22:21135017-21151083  (16,067)           -      frac_match: 0.975
    chr1:119989248-120093730  (104,483)       chr1:149366551-149471561  (105,011)          -      frac_match: 0.992
    chr1:119989248-120163868  (174,621)       chr1:146149137-146328717  (179,581)          +      frac_match: 0.992
    chr1:119989248-120323081  (333,834)       chr1:148600079-148935345  (335,267)          +      frac_match: 0.993
    chr1:119990474-120087982  (97,509)        chr1:120705588-120800000  (94,413)           -      frac_match: 0.995
    chr1:120148130-120447921  (299,792)       chr1:149070854-149366538  (295,685)          -      frac_match: 0.991
    chr1:120192773-120323081  (130,309)       chr1:120575597-120705592  (129,996)          -      frac_match: 0.997
    chr1:120323083-120347619  (24,537)        chr1:120907519-120932045  (24,527)           -      frac_match: 0.992
    chr1:120323083-120347619  (24,537)        chr1:145197027-145221573  (24,547)           +      frac_match: 0.991
    chr1:120323083-120347619  (24,537)        chr1:148440985-148465535  (24,551)           +      frac_match: 0.991
    chr1:120323083-120347619  (24,537)        chr1:149601613-149626176  (24,564)           -      frac_match: 0.991
    chr1:120347490-120441558  (94,069)        chr1:144435042-144531516  (96,475)           -      frac_match: 0.986
    chr1:120347490-120418683  (71,194)        chr1:146402394-146474420  (72,027)           +      frac_match: 0.990
    chr1:120355225-120388270  (33,046)        chr2:5624613-5657316  (32,704)           +      frac_match: 0.980
    chr1:120412015-120441569  (29,555)        chr1:145400309-145427652  (27,344)           -      frac_match: 0.978
    chr1:120418693-120466052  (47,360)        chr1:146942134-146989648  (47,515)           +      frac_match: 0.973
    chr1:120436408-120442760  (6,353)         chr1:120442761-120449112  (6,352)            +      frac_match: 0.998
    chr1:120439200-120445552  (6,353)         chr1:120445553-120451838  (6,286)            +      frac_match: 0.973
    chr1:120442761-120466380  (23,620)        chr1:148572213-148595832  (23,620)           -      frac_match: 0.982
    chr1:120442761-120466052  (23,292)        chr1:146121596-146144884  (23,289)           -      frac_match: 0.985
    chr1:120442761-120471418  (28,658)        chr1:148098457-148127118  (28,662)           -      frac_match: 0.980
    chr1:120449113-120466052  (16,940)        chr1:145388416-145405387  (16,972)           -      frac_match: 0.981
    chr1:120449113-120466052  (16,940)        chr1:149475818-149492842  (17,025)           +      frac_match: 0.974
    chr1:120449113-120486850  (37,738)        chr1:145553332-145591175  (37,844)           -      frac_match: 0.971
    chr1:120449115-120468259  (19,145)        chr1:144420967-144440116  (19,150)           -      frac_match: 0.985
    chr1:120460760-120468259  (7,500)         chr1:145289477-145297011  (7,535)            -      frac_match: 0.976
    chr1:120460760-120468259  (7,500)         chr1:149549273-149556784  (7,512)            +      frac_match: 0.976
    chr1:120460760-120532084  (71,325)        chr1:148990187-149061198  (71,012)           -      frac_match: 0.989
    chr1:120460760-120466052  (5,293)         chr1:145359900-145365229  (5,330)            -      frac_match: 0.971
    chr1:120460760-120466052  (5,293)         chr1:145350389-145355728  (5,340)            -      frac_match: 0.971
    chr1:120460760-120466052  (5,293)         chr1:145378912-145384243  (5,332)            -      frac_match: 0.971
    chr1:120460760-120466052  (5,293)         chr1:145321838-145327163  (5,326)            -      frac_match: 0.971
    chr1:120460760-120466052  (5,293)         chr1:145340865-145346194  (5,330)            -      frac_match: 0.971
    chr1:120460760-120466052  (5,293)         chr1:146098002-146103273  (5,272)            -      frac_match: 0.971
    chr1:120460760-120466052  (5,293)         chr1:146079105-146084390  (5,286)            -      frac_match: 0.970
    chr1:120460760-120466052  (5,293)         chr1:146112152-146117419  (5,268)            -      frac_match: 0.972
    chr1:120460760-120466052  (5,293)         chr1:148545762-148551025  (5,264)            -      frac_match: 0.971
    chr1:120460760-120466052  (5,293)         chr1:148536322-148541603  (5,282)            -      frac_match: 0.971
    chr1:120460760-120466052  (5,293)         chr1:148559891-148565192  (5,302)            -      frac_match: 0.971
    chr1:120460760-120466052  (5,293)         chr1:149525568-149530873  (5,306)            +      frac_match: 0.970
    chr1:120460774-120466052  (5,279)         chr1:120828140-120833677  (5,538)            +      frac_match: 0.980
